DENOM_CIA,TIPO,DT_FIM_EXERC,RECEITA LIQUIDA,ATIVO CIRCULANTE,PASSIVO CIRCULANTE,CAPITAL CIRCULANTE LIQUIDO,LIQUIDEZ CORRENTE,LIQUIDEZ A SECO,EXIGIVEL A LONGO PRAZO,EXIGIVEL / ATIVO (TOTAL),ENDIVIDAMENTO GERAL,CAPITAIS DE LONGO PRAZO,COBERTURA DE JUROS,COBERTURA DE JUROS (CAIXA OPERAÇÕES),CUSTO DA MERCADORIA VENDIDA,CUSTO DA MERCADORIA VENDIDA %,DESPESAS OPERACIONAIS %,GIRO,ROA,ROE,ROI,MG_OP,MG_LIQ,JUROS,PAYOUT,GIRO DE VALORES A RECEBER,GIRO DE DUPLICATAS A PAGAR,PATRIMONIO LIQUIDO
MOVIDA PARTICIPACOES SA,LOCAÇÃO,2018,2538599,1435941,1642881,-206940,"0,8740383509","0,8740383509",1890578,"0,6805189067","2,130075679","1,139697452","-1,732837142","-13,28329896",-1731963,"-0,6822515096","-0,1466359988","0,4889159931","0,07313270167","0,09630453051","153,1677852","0,1495813242","0,06292998619","-0,1240348339","0,3409492094","28,52278307","-3,561251441",1658842
MOVIDA PARTICIPACOES SA,LOCAÇÃO,2019,3836044,1949183,2239379,-290196,"0,8704122884","0,8704122884",2702439,"0,6823060696","2,14768368","1,174463353","-1,913916516","-17,51330415",-2896435,"-0,7550578148","-0,116816439","0,5296342569","0,06464169949","0,09900699653","205,7949413","0,1220496949","0,05938800493","-0,09900121777","0,2490441806","28,23506378",,2300999
MOVIDA PARTICIPACOES SA,LOCAÇÃO,2020,4085259,2380202,2448236,-68034,"0,9722110123","0,9722110123",3695711,"0,7225939701","2,604824309","1,566855614","-1,148374996","-17,31433219",-3219781,"-0,7881461126","-0,1230673502","0,4804702123","0,03578905672","0,04622373531","87,99596449","0,07448756615","0,026687904","-0,08625855659","0,3430342943","35,62995168","-4,871197239",2358680
MOVIDA PARTICIPACOES SA,LOCAÇÃO,2021,5332623,9146959,3751193,5395766,"2,438413326","2,438413326",14680188,"0,8487523378","5,611672439","4,469573192","-1,738503148","-6,281231518",-2946075,"-0,5524626436","-0,1292634038","0,2455635982","0,07675203917","0,2494888067","688,0260285","0,3125546284","0,1536652788","-0,1040311629","0,1587927838","23,4086666","-2,54328042",3284472
MOVIDA PARTICIPACOES SA,LOCAÇÃO,2022,9600029,9440252,5896026,3544226,"1,601121162","1,601121162",17584171,"0,8945218615","8,480637545","6,35109581","-1,093339389","-4,851320197",-5994481,"-0,6244232179","-0,1170272506","0,365730995","0,09207051882","0,2009641407","504,9056261","0,2517438229","0,05795878325","-0,188280192","0,2483797802","31,77781965","-5,197884421",2768683
RUMO MALHA NORTE S.A.,FERROVIAS,2010,1106013,677559,604578,72981,"1,120713953","1,103104976",2007504,"0,7716799968","3,379817739","2,597543886","-2,084762178","-4,645619075",-580635,"-0,524980267","-0,02349429889","0,3267462922","0,1500752305","0,4413473818","62,14137366","0,4593020154","0,30839963","-0,1865714782",0,"24,61978352",,772847
RUMO MALHA NORTE S.A.,FERROVIAS,2011,1193728,562071,625661,-63590,"0,8983634908","0,8790447223",1990723,"0,6972758531","2,303337412","1,752535852","-2,380966133","-5,467742154",-651072,"-0,5454106798","-0,01503776405","0,3181328542","0,1406163803","0,3084645791","45,91639366","0,4420052139","0,2935241529","-0,1693979171",0,"38,89188265",,1135910
RUMO MALHA NORTE S.A.,FERROVIAS,2012,1540684,1156357,692753,463604,"1,669219765","1,638083126",2271991,"0,6618886016","1,957605111","1,500183892","-2,96081469","-7,456157692",-891862,"-0,5788740585","-0,01840740866","0,3439626417","0,1391005887","0,2491358392","36,87909295","0,404406095","0,2448977208","-0,1419589685",0,"24,76565853",,1514475
RUMO MALHA PAULISTA S.A.,FERROVIAS,2010,708168,294767,270147,24620,"1,091135567","1,054733164",1466532,"0,9414552699","16,0809567","13,57950294","-0,7879284941","-3,552163153",-538143,"-0,7599086657","-0,05193824064","0,3838985187","0,08957783891","0,7959831846",,"0,2333372872","0,1213878628","-0,2415149835",0,"28,23608218",,107996
RUMO MALHA PAULISTA S.A.,FERROVIAS,2011,807307,376027,385426,-9399,"0,9756139959","0,9308790793",1778353,"0,873173523","6,884788917","5,658426773","-1,191621787","-4,018223156",-558245,"-0,69149035","-0,009220779703","0,3257814672","0,09750276728","0,3232458541",,"0,2992888703","0,1258393647","-0,1874165522",0,"36,64164303",,314284
RUMO MALHA PAULISTA S.A.,FERROVIAS,2012,903568,303552,369642,-66090,"0,8212053825","0,7733617933",2209913,"0,8467629692","5,525837748","4,734002832","-1,283400762","-3,677375853",-556425,"-0,6158086608","-0,02608768792","0,2966046169","0,1062151963","0,3236621631",,"0,3581036513","0,1672159705","-0,1954755762",0,"62,72382076",,466817
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,LOGÍSTICA,2019,527263,213144,201202,11942,"1,059353287","1,059353287",325448,"0,8591438089","6,099439451","3,769202261","-0,609478673","-14,18967324",-422652,"-0,8015961674","-0,07889990384","0,8601438187","0,03986009651","-0,08276197535",,"0,04634119974","-0,01355300865","-0,1522453242",0,"19,9917722","-16,33311435",86344
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,LOGÍSTICA,2020,998109,708818,328037,380781,"2,160786741","2,160786741",636516,"0,7010454415","2,344989971","1,547477056","-0,7920889002","-19,71072095",-782679,"-0,7841618501","-0,08936248446","0,7254342318","0,03175717614","0,01708624567","2,649076517","0,04377678189","0,007041315127","-0,1143804436",0,"14,87400574","-12,86941151",411325
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,LOGÍSTICA,2021,1520357,643221,516523,126698,"1,245290142","1,245290142",864818,"0,6968825107","2,299050815","1,439369806","-0,511867806","-17,56431551",-1253942,"-0,8247681301","-0,08296702682","0,7670156778","0,02420728373","-0,02972716122","-0,4309566896","0,03156035063","-0,01174789868","-0,1357246328",0,"14,78615679","-14,28749502",600831
SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,LOGÍSTICA,2022,1804323,590655,516640,74015,"1,143262233","1,143262233",964822,"0,747137329","2,9547158","1,924298299","-0,2860661523","-9,304825714",-1490718,"-0,8261924279","-0,0887327269","0,9099639862","0,03045816352","-0,2131518641","-2,545298657","0,03347183403","-0,05923108002","-0,2850143979",0,"20,51987649","-16,34496483",501389
SIMPAR S.A.,LOGÍSTICA,2019,9600468,9813487,5400593,4412894,"1,817112861","1,788779214",13223302,"0,8795693505","7,303534061","5,185641165","-0,9953433553","-9,173424551",-7626826,"-0,7944223136","-0,09122503195","0,453410922","0,05368435325","0,1227313583","46,59961286","0,1184011029","0,03259872331","-0,1226407258","0,2045609225","18,12992004","-9,016418366",2549984
SIMPAR S.A.,LOGÍSTICA,2020,9807057,11495872,5524858,5971014,"2,080754293","2,055050223",16813540,"0,8738823753","6,929105883","5,215360516","-0,977025276","-10,15341367",-7786984,"-0,7940184298","-0,09143334234","0,3836539337","0,04029309159","0,1232997813","23,96888567","0,1050245757","0,04053203729","-0,09438474505","0,2461786164","9,618863927","-6,585006332",3223850
SIMPAR S.A.,LOGÍSTICA,2021,13866219,23561250,7137334,16423916,"3,301127564","3,252000911",35006600,"0,8785807946","7,235929371","6,010480301","-1,602161258","-7,812193218",-9382314,"-0,6766310268","-0,1008533761","0,2890711082","0,06526305743","0,2281749098","43,93513621","0,225768178","0,09584083448","-0,09272769837","0,1981112909","8,168717945","-5,286108513",5824260
SIMPAR S.A.,LOGÍSTICA,2022,24381791,21632846,13959865,7672981,"1,549645788","1,468731921",42117896,"0,9094745865","10,04662173","7,545639515","-0,9549018909","-4,975988495",-16790620,"-0,6886540862","-0,09359070464","0,3954262598","0,08298501996","0,1685325381","27,64833647","0,2098621877","0,03858235845","-0,1911086643","0,2755385046","10,546802","-5,437295067",5581753
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2010,1167171,263471,142004,121467,"1,855377313","1,851440804",39042,"0,301267331","0,4311625093","0,09297883792","-12,09261253","-87,22284443",-957286,"-0,8201763066","-0,04091602687","1,942216298","0,2802871463","0,2674481188",,"0,1443130441","0,09621726379","-0,1538724965",0,"22,28052744","-44,76750766",419902
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2011,1509364,432484,180436,252048,"2,396883105","2,383210667",374606,"0,5823360927","1,394269609","0,9410130423","-2,005772477","-17,85746034",-1249718,"-0,8279765517","-0,05143126509","1,583586709","0,1870185599","0,2488645727",,"0,1180980863","0,06563691727","-0,3202280188",0,"17,6236981","-41,85538214",398088
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2012,1799681,570127,437206,132921,"1,304023733","1,301265307",243147,"0,6210274863","1,638713795","0,5856494249","-1,356534178","-16,69844314",-1551909,"-0,8623244897","-0,05726375952","1,642752171","0,1410945225","0,1938363341",,"0,08588911035","0,0447168137","-0,3349643494",0,"13,30443541","-50,80979586",415175
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2013,1772493,609946,266364,343582,"2,289896533","2,282042618",532521,"0,6654696485","1,989265385","1,32600511","-0,7322125706","-12,52369455",-1552038,"-0,8756243325","-0,06962312404","1,476483216","0,09233450203","0,09829730228","17,44410075","0,0625367773","0,02227145608","-0,3789907183",0,"17,17919008","-48,27715134",401598
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2014,1439553,621340,174059,447281,"3,569709122","3,563984051",518145,"0,6565058385","1,911257634","1,430660018","-1,574972804","-18,08519025",-1195975,"-0,8307960874","-0,07402853525","1,365312754","0,1277020721","-0,06335387606","-4,876726886","0,09353320093","-0,0159389755","-0,2470109968",0,"11,76218305","-46,09299726",362172
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2015,1122564,449610,209648,239962,"2,144594749","2,140938621",334293,"0,5981948831","1,488768704","0,9149612851","-0,6419334662","-17,81289365",-974454,"-0,8680609747","-0,09088034179","1,234531026","0,04853272393","0,02717844993","1,718885235","0,03931268061","0,008845820817","-0,2527737383",0,"18,39145768","-42,92370716",365363
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2016,923891,375977,250848,125129,"1,498823989","1,498407402",202197,"0,5470751894","1,207871984","0,5390813086","-0,908895553","-16,07139535",-781340,"-0,8457058246","-0,08472103311","1,115646004","0,06843919133","0,03686176438","4,610203401","0,06134489891","0,01496496881","-0,2752794976","0,5786199913","19,3219981","-36,20331758",375077
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2017,1083975,374680,193112,181568,"1,940221219","1,939633477",195933,"0,4643367377","0,8668444718","0,4365650192","-3,417232491","-37,63391173",-850043,"-0,7841905948","-0,1044627413","1,293756288","0,1297474133","0,2311978895","52,45854398","0,1002873683","0,09572453239","-0,1635389222","0,3744687413","23,60585587","-52,73710333",448806
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2018,1253779,337511,170642,166869,"1,977889382","1,977382473",154419,"0,4015909902","0,6710978339","0,3188024906","-4,534105686","-39,94999409",-995805,"-0,794242845","-0,07813897027","1,54895958","0,1895351437","0,2234831906","5,62303257","0,1223628726","0,08633818241","-0,2081824642","0,2614804756","19,18787614","-53,97609627",484372
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2019,1347320,449072,268715,180357,"1,671183224","1,671043671",141627,"0,4164128834","0,7135402266","0,2462739902","-10,1792053","-58,59186842",-1060475,"-0,7870995755","-0,03644271591","1,367253184","0,246190207","0,3372962671","5,058863417","0,1800619007","0,1439687676","-0,1161616408",0,"19,27641203","-58,40906587",575079
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2020,1012035,517707,205845,311862,"2,515033156","2,514833977",195448,"0,3907688143","0,6414130193","0,3123974049","-3,195312735","-33,20626373",-811900,"-0,8022449816","-0,09061741936","0,9854936841","0,1034235957","0,1174942739","1,929775281","0,1049459752","0,0726348397","-0,1656595056","0,1706049599","17,32476826","-51,93168735",625639
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2021,1007343,507179,219730,287449,"2,308191872","2,305345196",143747,"0,3478987881","0,5335042808","0,2109889755","-5,986421087","-50,74007424",-819405,"-0,8134319691","-0,07202909039","0,9641694216","0,1219483948","0,1582046702","2,689716268","0,1264802555","0,1069993041","-0,1171078225","0,2072551839","12,45320666","-34,25749404",681301
TEGMA GESTAO LOGISTICA S.A.,LOGÍSTICA,2022,1370509,552717,240365,312352,"2,299490358","2,297401868",103588,"0,3095663679","0,4483651338","0,1350337037","-9,148794907","-66,10152342",-1095830,"-0,7995788426","-0,06060777419","1,233492638","0,1810688699","0,2081324214","3,329801877","0,1467936365","0,1164997822","-0,1278663073","0,2477891071","15,75646336","-44,36019917",767127
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2019,697134,513227,163214,350013,"3,144503535","3,144503535",1297495,"0,7901293669","3,764840059","3,344171325","-0,1687774174","-3,975166845",-575263,"-0,8251828199","-0,1269684164","0,3770949902","0,01804352906","-0,2255359071","-10938,125","0,04784876365","-0,1255210619","-0,270606945",0,"15,28065407","-27,59121322",387987
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2020,815830,666681,212464,454217,"3,137853942","3,137853942",1631302,"0,8282356387","4,821929487","4,266280654","-0,4470563872","-4,770787424",-649020,"-0,7955333832","-0,1012698724","0,3664778942","0,03781932559","-0,01468730631",-702,"0,1031967444","-0,006883787063","-0,2042808035",0,"18,58806106","-13,19079315",382371
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2021,917215,549860,406692,143168,"1,352030529","1,352030529",2287570,"0,8118396535","4,314616062","3,663335735","-1,161760189","-5,601449882",-623484,"-0,6797577449","-0,09345573284","0,2763767992","0,06267853312","0,05675234206",,"0,2267865222","0,03863761495","-0,1329113501",0,"18,19780765","-5,277746975",624450
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2022,1375163,1036174,664359,371815,"1,559659762","1,559659762",3295643,"0,7980209896","3,951009502","3,28815915","-1,079791804","-3,666731047",-833438,"-0,606064881","-0,07682725611","0,2771233292","0,08787798668","0,1019030686",,"0,3171078628","0,07427119549","-0,2039650485",0,"19,2098762","-5,00276418",1002276
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2010,769861,143633,598806,-455173,"0,239865666","0,239865666",26515,"0,6840179482","2,164736713","0,09178964714","0,1092316677","-6,227942852",-680606,"-0,8840634868","-0,1358582913","0,8421254709","-0,01677663675","-0,4366957804","-25229,4","-0,01992177809","-0,1638568521","-0,4490749551",0,"34,69209711",,288867
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2011,670934,540515,93470,447045,"5,782764523","5,782764523",587216,"0,5603493056","1,274532971","1,099517476","-0,3322138793","-5,578606206",-535774,"-0,7985494847","-0,1339237541","0,5523213361","0,03729647097","-0,1210185239",,"0,0675267612","-0,09633138282","-0,4007016451",0,"28,67423125",,534067
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2012,671310,451341,162591,288750,"2,775928557","2,775928557",503014,"0,5204161734","1,085141209","0,8200677882","-0,720183424","-10,19617686",-537986,"-0,801397268","-0,119527491","0,5248767383","0,04150475455","0,1280688512",,"0,07907524095","0,1170174733","-0,2214797064",0,"23,31018438",,613381
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2013,827024,543511,342481,201030,"1,586981468","1,586981468",645451,"0,5937722943","1,461673554","0,9549631523","-1,433034063","-11,48764275",-606362,"-0,733185494","-0,1263119329","0,497062488","0,06983855855","0,09055898066",,"0,1405025731","0,07400994409","-0,1641529984",0,"19,11564398",,675891
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2014,1000591,432453,462940,-30487,"0,9341448136","0,9341448136",575392,"0,589007573","1,433134857","0,7941721255","-1,355165855","-9,748262127",-699405,"-0,6989918958","-0,1422209474","0,5675984911","0,0901273506","0,06623023859",,"0,1587871568","0,04795665762","-0,2258256511",0,"17,80054704",,724518
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2015,1125455,541292,626194,-84902,"0,86441582","0,86441582",527434,"0,6064522302","1,540987592","0,7045332201","-0,7318852374","-5,275008868",-811508,"-0,7210488203","-0,1231226482","0,5916419285","0,09219469294","0,05710037949",,"0,1558285316","0,03798197174","-0,4154285437",0,"18,04170357",,748629
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2016,1278609,476957,864475,-387518,"0,5517302409","0,4631163423",530049,"0,6422808338","1,795489016","0,6824530503","-0,8112628917","-5,398963808",-894672,"-0,699722902","-0,1304175084","0,5888934537","0,1000292004","0,06034516057",,"0,1698595896","0,03665624127","-0,3839460633","0,5091851757","21,63778208","-5,61304712",776682
UNIDAS LOCAÇÕES E SERVIÇOS S.A.,LOCAÇÃO,2017,1613851,638539,1042483,-403944,"0,6125174223","0,5258977844",1059923,"0,7221936156","2,599629297","1,310596946","-1,231984312","-9,349453649",-1171845,"-0,726117219","-0,1255661148","0,5543709868","0,08222245657","0,07531162943",,"0,1483166662","0,03774016313","-0,1848253858","0,4520991019","25,99725344","-4,476406941",808733
VIX LOGÍSTICA S.A.,LOGÍSTICA,2019,1689590,976935,555512,421423,"1,758620876","1,730874401",1375744,"0,7490182801","2,984353921","2,125925823","-0,7445480553","-8,8581158",-1442735,"-0,8538965074","-0,05923685628","0,6552905445","0,05834160402","0,0688581994","129,5348837","0,08903165857","0,02637326215","-0,2092296412",0,"18,62258619","-49,54702337",647127
VIX LOGÍSTICA S.A.,LOGÍSTICA,2020,1694800,967049,784897,182152,"1,232071214","1,209364413",1173626,"0,7370762896","2,803384634","1,679901178","-0,6291097627","-5,846116354",-1416957,"-0,8360614822","-0,05451203682","0,6378260024","0,07237902551","0,1068837779","217,0697674","0,1134776965","0,04405947604","-0,3121791268",0,"21,73189676","-34,47332312",698628
VIX LOGÍSTICA S.A.,LOGÍSTICA,2021,2087850,1314170,683045,631125,"1,923987439","1,888926059",1995680,"0,7689630277","3,328311569","2,479629238","-0,5365125192","-3,71644127",-1667684,"-0,7987566157","-0,05429556721","0,599344635","0,09122031947","0,1887292969","87,09575688","0,1522001102","0,07275187394","-0,4422178462",0,"20,26522367","-37,2708459",804830
VIX LOGÍSTICA S.A.,LOGÍSTICA,2022,2620081,1219893,677944,541949,"1,799400835","1,753933953",2350077,"0,7790750837","3,52642471","2,736893041","-0,6526205244","-5,030579217",-2068818,"-0,7896007795","-0,06953143815","0,6741167992","0,09353441633","0,1030121141","143,8260163","0,1387510539","0,03375964331","-0,3679267746",0,"20,10845181","-21,87073039",858666
VIX LOGÍSTICA S.A.,LOGÍSTICA,2010,703642234,263170862,130014273,133156589,"2,024169008","1,99274675",320067257,"0,7410813136","2,862216411","2,035412908","-1,745065577","-15,24860932",-583189891,"-0,8288159278","-0,05553139523","1,158581449","0,1399520421","0,2316269946","684,7363939","0,1207960323","0,05176378171","-0,2164370575","0,0243218996","28,52562183","-86,5598692",157249301
VIX LOGÍSTICA S.A.,LOGÍSTICA,2011,687367,201823,110190,91633,"1,831590888","1,804986841",394183,"0,7459285266","2,935900346","2,294496347","-1,375572471","-11,3316817",-564900,"-0,8218317144","-0,05470149134","1,016562452","0,1301525656","0,198661195","643,9433962","0,1280320411","0,04965178718","-0,253689234","0,05341498432","25,70605284","-97,34620024",171795
VIX LOGÍSTICA S.A.,LOGÍSTICA,2012,795239,209646,139897,69749,"1,498573951","1,478784391",456595,"0,7417993695","2,872957235","2,199154236","-1,859397088","-14,88247455",-644871,"-0,8109147061","-0,05908915433","0,9889617779","0,1308606356","0,2438072853","955,0943396","0,1323212267","0,0636538198","-0,1897494015",0,"25,65845789","-62,8774376",207623
VIX LOGÍSTICA S.A.,LOGÍSTICA,2013,1014652,274536,234018,40518,"1,173140528","1,153152749",514823,"0,7529218364","3,047302219","2,094999166","-1,912945401","-16,41817819",-839731,"-0,8276049325","-0,05445709465","1,020181383","0,1253383338","0,251588067",,"0,1228588718","0,0609322211","-0,1740449575","0,01302062273","24,63599667",,245739
VIX LOGÍSTICA S.A.,LOGÍSTICA,2014,1116380,508756,342538,166218,"1,485254191","1,468101349",405370,"0,6083812384","1,55350381","0,8420070913","-1,47976145","-13,23182237",-923336,"-0,8270803848","-0,0553171859","0,9081125579","0,1071753077","0,1063346302",,"0,1180198499","0,04585624966","-0,2380988036",0,"27,05621463",,481433
VIX LOGÍSTICA S.A.,LOGÍSTICA,2015,1155485,577279,261461,315818,"2,207897162","2,180774571",518687,"0,5949188319","1,468641049","0,9764365479","-0,9864674804","-8,919344143",-953549,"-0,8252370217","-0,05925823356","0,8811402278","0,1032278137","0,1269248726","322,5980861","0,1171525377","0,05835038966","-0,351792224",0,"29,16216063","-182,7072236",531204
VIX LOGÍSTICA S.A.,LOGÍSTICA,2016,1026653,535554,219969,315585,"2,434679432","2,406254972",441257,"0,5394425327","1,171281699","0,7816332821","-1,162621895","-12,05629219",-857125,"-0,8348731266","-0,06455345672","0,8375658164","0,08598271437","0,08500669581","188,1921569","0,1026578601","0,0467431547","-0,2741936947",0,"25,32022912","-120,0959787",564532
VIX LOGÍSTICA S.A.,LOGÍSTICA,2017,995152,472874,276513,196361,"1,710132977","1,684586258",305581,"0,4955227133","0,9822497988","0,5156501798","-1,481528637","-20,86182716",-852884,"-0,8570389247","-0,07022645787","0,8471491189","0,06438626824","0,06702181694","115,4593023","0,0760034648","0,03991149091","-0,1754080956",0,"23,0017162","-40,56523187",592613
VIX LOGÍSTICA S.A.,LOGÍSTICA,2018,1208061,572503,354549,217954,"1,614735904","1,587184",878471,"0,6674035231","2,0066464","1,429644831","-0,9791389989","-15,161376",-1043188,"-0,8635226201","-0,0678566728","0,6538938277","0,04509474486","0,05809578367","101,4147727","0,06896340499","0,02954983233","-0,1380139819",0,"17,17697577","-27,24510956",614468
